Source_Snapshot_Date,Population_Name,Population_Source,Source_Rank,Source_Security_Name,Source_Ticker,Source_Identifier,Source_Weight,Source_Sector,Source_Country,Discovery_Status,Discovery_Notes
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,AltaGas Ltd.,ALA,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Altius Minerals Corporation,ALS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Allied Properties Real Estate Investment Trust,AP.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Algonquin Power & Utilities Corp.,AQN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Aecon Group Inc.,ARE,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Aris Mining Corporation,ARIS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,ARC Resources Ltd.,ARX,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,Snapshot row retained for corporate-action QA; official S&P notice records removal effective 2026-09-02. No successor added.
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Avino Silver & Gold Mines Ltd.,ASM,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Alimentation Couche-Tard Inc.,ATD,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Athabasca Oil Corporation,ATH,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,AtkinsRéalis Group Inc.,ATRL,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,ATS Corporation,ATS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Aritzia Inc. Subordinate Voting Shares,ATZ,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Aya Gold & Silver Inc.,AYA,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Brookfield Asset Management Ltd. Class A Limited Voting Shares,BAM,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,BlackBerry Limited,BB,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Bombardier Inc. Class B Subordinate Voting Shares,BBD.B,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Brookfield Business Corporation Class A Subordinate Voting Shares,BBUC,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,BCE Inc.,BCE,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Badger Infrastructure Solutions Ltd.,BDGI,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Bird Construction Inc.,BDT,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Boardwalk Real Estate Investment Trust,BEI.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Brookfield Renewable Partners L.P.,BEP.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Bausch Health Companies Inc.,BHC,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Brookfield Infrastructure Partners L.P.,BIP.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Birchcliff Energy Ltd.,BIR,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Bank of Montreal,BMO,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Brookfield Corporation Class A Limited Voting Shares,BN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Bank of Nova Scotia (The),BNS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Baytex Energy Corp.,BTE,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,B2Gold Corp.,BTO,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Boyd Group Services Inc.,BYD,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,CAE Inc.,CAE,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Apartment Properties Real Estate Investment Trust,CAR.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Cogeco Communications Inc. Subordinate Voting Shares,CCA,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,CCL Industries Inc. Unlimited Class B Non-Voting Shares,CCL.B,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Cameco Corporation,CCO,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,CES Energy Solutions Corp.,CEU,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Centerra Gold Inc.,CG,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Choice Properties Real Estate Investment Trust,CHP.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Colliers International Group Inc. Subordinate Voting Shares,CIGI,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Cargojet Inc. Common and Variable Voting Shares,CJT,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Celestica Inc.,CLS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Imperial Bank Of Commerce,CM,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Natural Resources Limited,CNQ,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian National Railway Company,CNR,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Pacific Kansas City Limited,CP,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Capital Power Corporation,CPX,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Crombie Real Estate Investment Trust,CRR.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,CT Real Estate Investment Trust,CRT.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Capstone Copper Corp.,CS,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Chartwell Retirement Residences,CSH.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Constellation Software Inc.,CSU,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Tire Corporation Limited Class A Non-Voting Shares,CTC.A,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Canadian Utilities Limited Class A Non-Voting Shares,CU,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Curaleaf Holdings Inc. Subordinate Voting Shares,CURA,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Cenovus Energy Inc.,CVE,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Definity Financial Corporation,DFY,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Dream Industrial Real Estate Investment Trust,DIR.UN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Denison Mines Corp.,DML,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Dollarama Inc.,DOL,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,BRP Inc. Subordinate Voting Shares,DOO,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,DPM Metals Inc.,DPM,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Descartes Systems Group Inc. (The),DSG,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Discovery Mining Ltd.,DSV,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Endeavour Silver Corp.,EDR,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Element Fleet Management Corp.,EFN,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Energy Fuels Inc.,EFR,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Enerflex Ltd.,EFX,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Exchange Income Corporation,EIF,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Eldorado Gold Corporation,ELD,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Emera Incorporated,EMA,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Empire Company Limited Non-Voting Class A Shares,EMP.A,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Enbridge Inc.,ENB,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,EQB Inc.,EQB,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Equinox Gold Corp.,EQX,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
2026-08-22,S&P/TSX Composite,SRC_TMX_TSX_COMPOSITE / pre-existing official TMX-S&P lineage snapshot,R1,Ero Copper Corp.,ERO,,,,Canada,OFFICIAL_LINEAGE_SNAPSHOT_PARTIAL,"Official lineage snapshot is reproducible, but current full S&P constituent export was not exposed; no new membership added."
